"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"45","US",35081170,"R35VP4IV5DBPXN","B0058CLNBU",544821753,"samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave","Major Appliances",1,32,36,"N","N","Buy it to entertain friends with your possessed microwave!","This microwave has had one problem after another since it was installed close to a year ago. It's prone to all sorts of computer malfunctions. Let's see if I can even remember them all. We've had it start up again after pulling food out and closing the door (without hitting start again). It's often (50+ times) sounded as if it was working, but when I realized it had been an awfully long time without it chiming, I found that it had frozen just a few seconds into the heating. The most disturbing problem was that it has on perhaps five occasions turned on on its own--with no one in the room. There have been many occasions where it has just not worked at all. When this happened, unplugging it and plugging it back in used to reset it so that it would work. Unfortunately, it now won't work at all, with just the code, SE flashing on its display.<br /><br />We're buying a new microwave this weekend, and I can guarantee it won't be a Samsung.",2012-04-13
"46","US",10617962,"R2LM8M6TMQAHDK","B000W3JHHM",943347999,"pem31smss ge profile spacemaker countertop microwave oven stainless steel","Major Appliances",1,28,30,"N","N","4 defective GE spacesaver microwaves in 16 months","In January 2011 I purchased a PEM31SMSS GE spacesaver microwave because it was the only microwave with >400 watts of power I could find that would fit in the space I have.  It looked nice - better than a plain black box.  Approximately 4 months later the keypad stopped working and the microwave was replaced under warranty.  In August of 2011 the replacement microwave wouldn't turn off, and was replaced under warranty.  In March of 2012 after heating a cup of coffee, the third microwave just went dark and wouldn't work any more.  The stainless model was no longer available and was replaced with the black, which arrived yesterday.  Today I unpacked it and plugged it in.  The interior light won't turn off and there is no keyboard response when I press the START button because something in the latch isn't making contact.  I think I've had one of everything that could go wrong.  I would definately not recommend purchasing a GE spacemaker microwave of any style.",2012-04-09
"47","US",40686901,"R26UQK5NZ7QJA9","B0058CLNBU",544821753,"samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave","Major Appliances",5,7,8,"N","N","Loving this Microwave","Picked this up at our local Lowes for a good price. This model has the real stainless handle, and not the painted-grey handle I saw on a lower end model. We installed it with minimal problems for our kitchen out of the 1960's that usually has non standard things (finding a fridge that fit was very painful). We needed one with a low clearance distance to the cook-top - 14 inches or less, and Samsung meets the bill at 13 inches. After using a counter-top microwave for the past few years, this seems huge. I'm still learning all the features, but am certainly pleased by the power of the fan. I'm exploring the use of the sensor cooking and can't wait to use the rack to be able to actually cook the amount of squash I want at once - the old microwave was just too small. I'll update this review if I run into any problems as we run it through it's paces, but so far it was relatively easy to install and is easy to use.",2012-04-05
"48","US",14226701,"R3OTSS1QZ9J5FE","B005OW6RFG",784164614,"smh2117s 2.1 cu. ft. over the range microwave with ceramic enamel interior large capacity led cook top light 400 cfm bottom touch control panel auto defrost &amp; in stainless","Major Appliances",1,29,31,"N","N","Extremely disappointed SE or 5E keypad problem","I bought this microwave based on the Consumer Reports product ratings and up until a couple of days ago I would have highly recommended it. Unfortunately that is no longer the case. I awoke to sounds of it beeping every few minutes and an error code of SE. After a lot of research I have seen that this same code has appeared for a fair amount of others. Both the short and the long of it is that it can no longer be used with out spending good money after bad. I know that they don't make things now days to last a lifetime, but I would have hoped for it to last longer than less than 2 years. We are light users and I kept it very clean. I wish that I would have bought an extended warranty. I can only hope that I go the same way this did...quick and without warning and that someone would also say she was good while she lasted.",2012-04-03
"49","US",44961282,"R3E4PBDQSB0PT","B003XSST4A",423421857,"danby 0.7 cu.ft. countertop microwave","Major Appliances",4,12,14,"N","N","Not bad","Not many reviews about this Danby unit. I replaced another 900 watt Hamilton Beach unit with this one. The main reason was the H-B unit light was off when the door was opened. Aside from that it was a good unit. I gave it away.<br />This Danby does have the interior light on when you open the door. This makes it easier to remove hot beverages without fumbling and spills. It is somewhat louder than the old one. It makes a humming noise when running. All make some noise, but this is almost annoying.<br /><br />At 900 watts you can expect moderate cook times. The table turns slower than others. The old one made one revolution in 10 seconds. This one takes about 13+ seconds. No big deal, but when heating a cup of coffee, the handle might be in the rear of the oven when finished heating. In other words, it was easier to use multiples of 10 (like 60 seconds) and have the handle of a cup right there in front.<br /><br />Aside from that it runs fine. No comment on quality since it too new to judge. At these lower prices they are pretty much throw-aways when they die. Like the other reviewer this unit was purchased at Walmart. I buy lots from Amazon and have alwaye been highly satisfied with service and products. It was simply cheaper at $73 total price with tax.",2012-04-01
"50","US",52246958,"R35P21ZFQGHKUK","B000A7B4D0",690479711,"sharp r-520ks 2-cubic-foot 1200-watt microwave oven, stainless steel","Major Appliances",2,4,5,"N","N","Dies after 3 years","Always had Sharp microwaves - the first one lasted about 10 years, this model lasted 3 and died today. The lights are on, the timer goes down but no turntable, no fan, just doesnt work.<br />I know they wont last forever but 3 years is a bit too less.",2012-03-31
"51","US",15779386,"RO922L76C2T5O","B001QFYDSI",295520151,"sharp microwave drawer oven","Major Appliances",1,1,2,"N","N","Magnatron failure","Bought a Sharp Microwave Drawer one and a half years ago. Barely used it - warming leftovers once a week and softening butter a few times. Started to make funny noises and gave off an electrical smell. Because I bought it from an American Supplier - Sharp Canada is saying I have no warranty and suggest that I send the microwave to a family member in the US to have it repaired. This is ludicrous. Sharp US says I have to deal with Sharp Canada. To get it repaired here it will cost $286. Either way it will cost a small fortune to repair.",2012-03-26
"52","US",47604399,"R1G2MVCWGM2F8W","B000UW1WW8",242727854,"profile 2.2 cu. ft. countertop microwave w/child lockout and extra large","Major Appliances",1,6,6,"N","N","a lemon","[[ASIN:B000UW1WW8 GE Profile : JES2251SJ 2.2 cu. ft. Countertop Microwave with Child Lockout and Extra Large<br />Capacity<br />I purchased this product less than two years ago & today it finally just stopped.This was considered a very good micro, however it should have lasted much longer. I no longer have any faith in GE products and would never recomend this product to anyone!",2012-03-21
"53","US",18843417,"R2KLFHCY7DEHB","B0019C87BC",486381187,"lg  over the range microwaves","Major Appliances",1,1,2,"N","N","Worst Ever!","After owning this microwave for less than 3 years, we have had the door handle break off on the bottom TWICE!  The first time we had it fixed - which cost nearly as much as the microwave.  This was just over 1 year after purchasing (of course, because it was no longer under warranty).  Now, just over three years in, it has broken off again - exact same problem.  Oh, AND the glass on the front of the door somehow came undone on the top and fell down about two inches.  Absolutely the worst appliance we have ever owned.  I have also had problems with my LG dryer after less than 4 years of owning it.  LG should track down everyone who purchased this microwave and give them a refund.  I will never, ever buy another LG product again, no matter what type.",2012-03-15
"54","US",14070732,"R3EGCQFK8ZMSVN","B000A7B4D0",690479711,"sharp r-520ks 2-cubic-foot 1200-watt microwave oven, stainless steel","Major Appliances",5,10,11,"N","Y","My Sharp R-520KS2-Cubic-Foot 1200-Watt Microwave","This is the first 1,200 watt microwave I've ever owned. It took just a while to figure out I didn't need things to heat as long, but once I figured it out, it is the best microwave I've ever owned. The only drawback I have is I wish the completed beeper was louder. Other than that, I am thoroughly satisfied with this microwave.",2012-03-06
"55","US",51183414,"R37XL57URTMPRR","B000W3JHHM",943347999,"pem31smss ge profile spacemaker countertop microwave oven stainless steel","Major Appliances",3,3,3,"N","N","Excellent until paint peeled","We've had ours (probably an older model) since 2004.  Paint in the back just peeled and it's doing some sparking.  Be careful, everyone.",2012-03-03
"56","US",13315464,"R3NM5YLRYM5AWY","B001QFYDSI",295520151,"sharp microwave drawer oven","Major Appliances",2,2,4,"N","N","Good looks, Poor function","If you put something in this microwave that is too tall (its easy to do because it doesn't have the same height as a regular microwave) it will knock it over when the motorized door closes.  It also does not have a spinning turn table so you have to rotate food.  Initially thought the motorized door was cool, but it takes a few extra seconds to open and close which can be frustrating.",2012-02-29
"57","US",15556933,"R3DTAGSZ8HL6XM","B000UW1WW8",242727854,"profile 2.2 cu. ft. countertop microwave w/child lockout and extra large","Major Appliances",1,5,5,"N","N","Failure at 16 months","Our JES2251SJ02 lasted 4 months past the 12 month warranty. The inverter blew and the cost for a replacement inverter was $225, a new JES2251SJ02 is $258 so were trashing it. GE is sending us a $100 credit check good only for another GE appliance. The repair man recommended buying the cheapest microwave available and getting the extended warranty on any appliance. Everything out there is trash, said he. I'm afraid he is right.",2012-02-29
"58","US",13371094,"R2UVLME8DQETYL","B00413662I",801135043,"amana 1.5 cu. ft. over-the-range microwave, amv1150vaw, white","Major Appliances",4,9,11,"N","Y","A bit noisy","Everything so far seems to be working great.  We've only owned it for a few weeks but other than it being just a bit noisier than the old one we replaced, we are very happy with it.  Also the power is the same as the one we replaced it for but it seems to take about 15-20% longer cooking time than the old one.  The size of the microwave is larger than the old one, so maybe that is the reason it takes longer to cook.  Other than that I would still buy the same microwave over again if I had to do it all over again.  Great deal for the money.",2012-02-28
"59","US",51304487,"RLDIAJ1VL92QH","B000W3JHHM",943347999,"pem31smss ge profile spacemaker countertop microwave oven stainless steel","Major Appliances",2,3,3,"N","N","Peeling paint--Yikes!","After just two and a half years of use, the paint--is it really paint???--is peeling off the inside top in large pieces. No doubt we've eaten more unnoticeable bits. The microwave is built in. Anybody find a better one with the same dimensions?",2012-02-26
"60","US",52782807,"R1X8T78FKU091T","B001QFYDQK",295520151,"sharp microwave drawer oven","Major Appliances",4,2,4,"N","Y","Expensive but a good buy","We bought this oven based upon our son's usage of an earlier model.  There aren't that many drawer microwaves available.  Why buy a drawer microwave?  Well, the most important reason is that my wife wanted one in our new house!  Her arguments were as follows:  1) no need to lift or inspect foods over her head, 2) made space for a vent. While microwaves can generally be vented from the front or the above (top), our new house didn't have any vent.  So, all cooking fumes were vented into the room.  With this oven, we removed the cabinet above the existing microwave and installed a stainless steel vent hood (above the range).  Still, not perfectly ventalated.  I had to modify a base cabinet near the stove to accept the drawer microwave.  Not a problem for me as I am a woodworker, but a problem or extra costs for others.  In addition, I had to add an electrical outlet.  Not a problem for me as I am a retired electrical engineer, but maybe a cost for others.  After the installation, simple enough, the drawer didn't want to stay closed.  That is, you push the close button and the drawer closed but re-opened immediately.  I was about to call for service but I did the following:  push the drawer closed manually, that is by hand.  This seemed to work and then the automatic closure mechanism started working okay.  So, no service call required.  The only shortcomings I see are that the power is not as great as our prior microwave and that there isn't a rotating table.  Dispite this, we are happy with this model so far after about a year.  Shorter people may like this oven a lot, and, it is REALLY COOL!  So, I would recommend this oven.",2012-02-26
"61","US",28715264,"R2OSDOMCSBWED5","B000ZIPHM8",494668275,"whirlpool gh7208xrs gold 2.0 cu. ft. stainless steel over-the-range microwave","Major Appliances",2,0,0,"N","N","Whirlpool losing reliablility","Bought a Whirlpool over the range microwave and in less than six months needed a new magnetron.  It was repaired at no cost under warranty but rattles like it's ten years old.  Bought a used small Sharp micro at least ten years old, it works quietly and probably will outlast the Whirlpool.  Their refrigerators also are sub par. Dispenses warm water before it is cold, door shelf flimsy and falls off easily. No gallon storage in door and shelves cannot be placed without checking that the door will close. And, finally, the less than one year old KitchenAid disposal quit after jamming constantly, replaced with a quiet InSinkerator. Yes, KitchenAid is owned by Whirlpool.",2012-02-13
"62","US",50860381,"RKJSVE44CFEKW","B005GSZB9Q",771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white","Major Appliances",4,24,26,"N","Y","Perfect for a small kitchen","I love this microwave.  It takes up barely any space on the counter, and the cord is well hidden behind it.  It works fine for just heating things up and defrosting.  The only thing to be aware of is that this really is a tiny microwave. You can fit a full size dinner plate, but there is not a lot of height inside.  I couldn't use my microwave rice cooker in this because it was too tall, so I had to purchase a counter top rice cooker instead, which doesn't seem to work as well.  Other than that, this microwave looks good on the counter and does the job.",2012-01-31
"63","US",50613088,"RSAKEBDJ2ZGCY","B002Z8041A",921964554,"whirlpool gmh5205xvs 2.0 cu. ft. over-the-range microwave oven 300 cfm - stainless steel","Major Appliances",1,0,0,"N","N","About out of warranty and have already had two service calls","I've had two service calls with this microwave within the one year warranty.  If it goes again, they tell me I am on my own. Shame on Whirlpool. I suspect that it may be more efficient to purchase a new microwave instead of having a service call for a circuit board that continues to be an issue. I'd steer away from this one....",2012-01-31
"64","US",48457177,"RQQGPJS9TAZSY","B001C3789A",994339247,"magic chef 1.6 cu over-the-range microwave","Major Appliances",1,5,7,"N","Y","2nd Try and Fail","We moved into a house that already had the MCO160UW microwave oven installed. After a few months the microwave would stop working and then randomly run on by its self for 3 minutes and 30 seconds. After deciding the microwave needed to be replaced for safety reasons we looked for another. We purchased one with the same length and width but after installing it realized the adjacent cabinet door wouldnt open since it  is at an angle due to the microwave sticking out too far from the wall. The standard size is 16'deep and up. Anything over 15' deep will stick out too far for the cabinet to open and the ONLY microwave available anywhere with 14.9' depth was this one. We desperately needed a new microwave so decided to give this same model, MCO160UW, a second try it failed again after 1 week of use. It will not run longer than 1 minute and 30 seconds at a time until it shuts off. In order to use it again you must wait a few minutes for it to turn back on. I DO NOT RECOMMEND THIS PRODUCT.",2012-01-26
"65","US",20545292,"R1JAWIUKRXTCPD","B004YKDYVE",809249591,"haier hmv1630dbbb 30-inch over-the-range 1000 watt microwave, black","Major Appliances",4,2,3,"N","Y","Satisfied","The Haier Microwave was exactly as discribed and installed easily. It replaced a 10yo Hotpoint over the counter which began the fail and finally threw electrial flashes and died. As a low cost replacement, the Haier was the best I could find.",2012-01-14
"66","US",43285141,"R3KI2OOWI12U3U","B000ZIPHM8",494668275,"whirlpool gh7208xrs gold 2.0 cu. ft. stainless steel over-the-range microwave","Major Appliances",2,0,0,"N","N","Whirlpool...NEVER AGAIN!!!","Last evening when I went to open the door on my Whirlpool microwave/convection/hood unit, which is about 26 months old, the handle cracked through completely, leaving it hanging by whatever supports the top of the handle (screws, I assume). Soooo, today I called Whirlpool to discuss the problem...the first person that I spoke with offered me a contract for $285 that she said would cover the service call, all parts & labor, plus would give me warranty coverage for 1 year.  Since the service call was going to be $129, I accepted the $285 offer (which I had to accept within 24 hours or it would not be offered to me again).  After verifying at least 3 times that this would cover all expenses incurred, I gave her my credit card # and she transferred me to what was to be the service appointment scheduling extension; actually, it was the extended warranty department, who told me that this $285 contract did not cover handles, knobs, etc...one hour later (was I frustrated by this or what???) still on the phone, having been transferred at least 6 times (each person I spoke with had the same message...I apologize).  I didn't want any more apologies...I wanted action!!!  The only action I got after FINALLY speaking with a supervisor was that I could cancel the contract (as if I didn't know this much), but it would take a few days to have my credit card credited.  Oh, when I told one of the 6 people I spoke with during that hour that I Googled this problem and found that I was not the only one that experienced this, she told me that competitors post those comments on Amazon.com...grrrrr.  I need to replace a dishwasher, stove, & refrigerator...they won't be Whirlpool.",2012-01-13
"67","US",41915886,"R2RA7I4SWGEZL4","B000W3JHHM",943347999,"pem31smss ge profile spacemaker countertop microwave oven stainless steel","Major Appliances",5,0,1,"N","N","Love this unit","I've had this microwave for a year now, and it has performed flawlessly. It also looks great, and is very easy to clean, inside and out. The best thing is the one-touch start for things like tea and re-heating. I don't feel like I have to program a computer just to make something to eat.",2012-01-10
"68","US",52407366,"RPU3C1ZQ5D8LF","B004YKDYVE",809249591,"haier hmv1630dbbb 30-inch over-the-range 1000 watt microwave, black","Major Appliances",5,5,6,"N","Y","Good product","Good quality product.  Installed well and works great.  Some reviewers commented on the way the door closes, but I have found it to be just fine.  Hopefully it will last a long time.  I would recommend.  3/2013 Update:  The microwave has worked flawlessly for the past year.  Very pleased with it.  With lots of use and much by teenagers, it has shown to be sturdy and solidly built thus far.  It also cooks very efficiently.  Still happy and would still recommend.",2012-01-08
"69","US",12653533,"R2R629Q70Q6ARN","B002Z8041A",921964554,"whirlpool gmh5205xvs 2.0 cu. ft. over-the-range microwave oven 300 cfm - stainless steel","Major Appliances",1,1,1,"N","N","Disfunctional Microwave","This microwave stopped working 364 days after we bought the house. Unfortunately it was the Firday before a holiday weeked and I was not able to contact Whrilpool until the following week. Whrilpool refused to honor the warranty when I called becasue it was two day expired.   A service repair man then came to the house to diagnose the problem. He told me the the microwave needed an new magnetron and control board. However, he said me that I should just get a different microwave. If I replaced the parts in this microwave he would probably be back in another year becuase Whrilpool had so many problems with this model. After that recommendation I looked at reviews on the Whrilpool web sight and Amazon, defective magnetrons seem to be a problem with this unit.   I would not recommend purchasing this unit since it seems that there is a problem with functionality and their warranty department is unwilling to budge on anything.",2012-01-05
"70","US",20365751,"R2285O38DIUTR9","B003XSST4A",423421857,"danby 0.7 cu.ft. countertop microwave","Major Appliances",5,372,380,"N","N","Great microwave","This is a great microwave. It works great and it looks beautiful. I actually purchased mine online from walmart, but I order from amazon alot and wanted to put my review here for all of you. I've had mine almost 2 months now. It has a 3 prong grounding plug. It's 900 watts and heats things up a lot faster than my other microwave, so I'm still getting use to that. I'm going to try and address everything I see people asking questions about. First off, when you hit a number, for example 2, it will automatically start cooking 2 minutes. You can press the start button and add 30 seconds. If you want a specific time, for example 3 minutes and 45 seconds, you can press the power button, then the numbers, 3,4, and 5.  It will start cooking 3 min. 45 secs. It has a lot of buttons for specific items like popcorn, pizza, dinner plate, defrost, etc. It has a normal hum when running. It has a turntable. The clock is displayed in green. It beeps 5 times, not super loud but loud enough, then stops. The light comes on when you open the door and while cooking. It has an easy to use child safety lock to lock the door. I've not had any problems with fingerprints on the exterior.The handle pulls easily. It has a nice weight to it. I have mine on a cabinet with grip bottom shelving paper under it, so I don't know if it would slide on a smooth surface or not, mine doesn't.  The inside dimensions are 12 in. wide, 12 in. deep, and 8 in. high. The turntable plate is 10 1/2 in.  Plenty of room for most things you microwave. For the outside dimensions, the width (side to side) is 19 in., the height is 11 1/2 in. The outside dimensions given for depth includes the slight protrusion in back and the handle. The actual microwave is 13 in deep without the handle and protrusion in the back. Here's the best way to let you know the depth to know if it will fit on your shelf or wherever else you put it. I have my microwave sitting on a cabinet which is 1 in. from the wall. I have it sitting 1 1/2 in. from the back of the cabinet. The actual protrusion is about 1 in from the back of the cabinet. There are vents in the back (and on the side opposite the handle-left side if you're facing the microwave) plus the protrusion, so it needs some space. This means I have it 2 1/2 in. total from the wall. It comes out 15 in. from the back of my cabinet. The front legs sit back 2 1/2 in., which means that it is 12 1/2 in. from the back of my cabinet to the front legs. So, if your shelf is 12 1/2 in. deep, the legs would all fit on the shelf with the protrusion being 1 in. from the back of your shelf. I have the extra inch from the back of the cabinet to the wall, so if you don't, you might need your shelf to be at least 13 to 13 1/2 in. deep to give you more vent space. I think this covers everything. I think you'll be satisfied if you purchase this microwave.from the back of the cabinet. The actual protrusion is about 1 in from the back of the cabinet. There are vents in the back (and on the side opposite the handle-left side if you're facing the microwave) plus the protrusion, so it needs some space. This means I have it 2 1/2 in. total from the wall. It comes out 15 in. from the back of my cabinet. The front legs sit back 2 1/2 in., which means that it is 12 1/2 in. from the back of my cabinet to the front legs. So, if your shelf is 12 1/2 in. deep, the legs would all fit on the shelf with the protrusion being 1 in. from the back of your shelf. I have the extra inch from the back of the cabinet to the wall, so if you don't, you might need your shelf to be at least 13 to 13 1/2 in. deep to give you more vent space. I think this covers everything. I think you'll be satisfied if you purchase this microwave.",2012-01-04
